Publisher Name,Type,Location,Country,Genres/Focus,Contact Email,Phone,Address,Website,Submissions Email,Annual Output,Has Audiobooks,Priority Tier,Notes
Harmony Books,Traditional,NYC,USA,"Wellness, lifestyle, self-help",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Yes,Low,"PRH Crown imprint"
Rodale Books,Traditional,NYC,USA,"Health, wellness, gardening",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Yes,Low,"PRH imprint"
Conundrum Press,Traditional,Canada,Canada,"Graphic novels, experimental",Via website,N/A,Canada,conundrumpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian comics"
Koyama Press,Traditional,Toronto,Canada,"Art books, comics",Via website,N/A,Toronto,koyamapress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Toronto art books"
Peow Studio,Traditional,Sweden,Sweden,"Comics, art books",Via website,N/A,Sweden,peowstudio.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swedish comics"
Retrofit Comics,Traditional,USA,USA,"Mini comics, zines",Via website,N/A,N/A,retrofitcomics.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Mini comics"
Secret Acres,Traditional,Brooklyn NY,USA,"Comics, graphic novels",Via website,N/A,NY,secretacres.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Brooklyn comics"
Uncivilized Books,Traditional,Minneapolis MN,USA,"Comics, art",Via website,N/A,MN,uncivilizedbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Minneapolis comics"
New York Review Comics,Traditional,NYC,USA,"Graphic novels, classic reprints",Via website,N/A,NYC,nyrb.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NYRB comics"
Humanoids,Traditional,Los Angeles CA,USA,"European comics, graphic novels",Via website,N/A,CA,humanoids.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"European style"
Lion Forge,Traditional,St. Louis MO,USA,"Comics, diverse voices",Via website,N/A,MO,lionforge.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Oni-Lion Forge"
Papercutz,Traditional,NYC,USA,"Children's graphic novels",Via website,N/A,NYC,papercutz.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Kids comics"
Scholastic Graphix,Traditional,NYC,USA,"Children's graphic novels",Via Scholastic,N/A,NYC,graphixbooks.com,Via Scholastic,N/A,Unknown,High,"Scholastic imprint"
Amulet Books,Traditional,NYC,USA,"Children's, middle grade, YA",Via Abrams,N/A,NYC,abramsbooks.com,Via Abrams,N/A,Unknown,High,"Abrams imprint"
Abrams ComicArts,Traditional,NYC,USA,"Comics, graphic novels, pop culture",Via Abrams,N/A,NYC,abramsbooks.com,Via Abrams,N/A,NO AUDIOBOOKS,TIER 1,"Abrams comics"
Andrews McMeel Publishing,Traditional,Kansas City MO,USA,"Humor, gift books, calendars, comics",Via website,N/A,MO,andrewsmcmeel.com,Via website,N/A,Some,Medium,"Calvin & Hobbes"
Ulysses Press,Traditional,Berkeley CA,USA,"Health, fitness, pop culture, how-to",Via website,N/A,CA,ulyssespress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Fast-growing"
Adams Street Publishing,Traditional,USA,USA,"Gift books, humor",Via website,N/A,N/A,adamsstreetpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Gift books"
Sellers Publishing,Traditional,Maine,USA,"Calendars, journals, gift books",Via website,N/A,ME,sellerspublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Calendars"
Amber Lotus Publishing,Traditional,Portland OR,USA,"Calendars, journals, mindfulness",Via website,N/A,OR,amberlotus.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Calendars"
Brush Dance,Traditional,California,USA,"Calendars, greeting cards, journals",Via website,N/A,CA,brushdance.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Mindfulness products"
Peter Pauper Press,Traditional,White Plains NY,USA,"Gift books, journals, stationery",Via website,N/A,NY,peterpauper.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Since 1928"
Cider Mill Press,Traditional,Maine,USA,"Gift books, cookbooks, children's",Via website,N/A,ME,cidermillpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Whalen Book Works"
Compendium,Traditional,Seattle WA,USA,"Gift books, inspiration, children's",Via website,N/A,WA,live-inspired.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Inspirational gifts"
Running Press Miniature Editions,Traditional,Philadelphia PA,USA,"Mini books, gift books",Via Hachette,N/A,PA,runningpress.com,Via Hachette,N/A,NO AUDIOBOOKS,TIER 1,"Mini books"
Portable Press,Traditional,San Diego CA,USA,"Bathroom readers, trivia, humor",Via website,N/A,CA,portablepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Uncle John's"
Willow Creek Press,Traditional,Wisconsin,USA,"Nature, wildlife, gift books",Via website,N/A,WI,willowcreekpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Nature photography"
Pomegranate Communications,Traditional,California,USA,"Art books, calendars, puzzles",Via website,N/A,CA,pomegranate.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Art products"
Galison,Traditional,NYC,USA,"Puzzles, games, stationery",Via website,N/A,NYC,galison.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Puzzles/games"
Mudpuppy (Galison),Traditional,NYC,USA,"Children's puzzles, games",Via Galison,N/A,NYC,mudpuppy.com,Via Galison,N/A,NO AUDIOBOOKS,TIER 1,"Kids puzzles"
Ravensburger,Traditional,Germany/USA,Germany/USA,"Puzzles, games, children's books",Via website,N/A,Germany/USA,ravensburger.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Puzzles/games"
Walter Foster Publishing,Traditional,California,USA,"Art instruction, how-to",Via Quarto,N/A,CA,quartoknows.com,Via Quarto,N/A,NO AUDIOBOOKS,TIER 1,"Art instruction"
Search Press,Traditional,UK,UK,"Art, craft, how-to",Via website,N/A,UK,searchpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK craft"
F+W Media,Traditional,Ohio,USA,"Craft, art, writing",Via website,N/A,OH,fwmedia.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Penguin Craft since 2019"
Interweave Press,Traditional,Colorado,USA,"Fiber arts, crafts",Via website,N/A,CO,interweave.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Fiber arts"
C&T Publishing,Traditional,California,USA,"Quilting, sewing, crafts",Via website,N/A,CA,ctpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quilting"
Martingale,Traditional,Washington,USA,"Quilting, crafts",Via website,N/A,WA,martingale-pub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quilting"
Landauer Publishing,Traditional,Iowa,USA,"Quilting, sewing",Via website,N/A,IA,landauerpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quilting"
Kansas City Star Quilts,Traditional,Kansas City MO,USA,"Quilting patterns, books",Via website,N/A,MO,pickledish.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quilting"
Schiffer Publishing,Traditional,Pennsylvania,USA,"Antiques, crafts, regional, military",Via website,N/A,PA,schifferbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Since 1974"
Stackpole Craft,Traditional,Pennsylvania,USA,"Knitting, crochet, crafts",Via website,N/A,PA,stackpolebooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Craft books"
Sixth & Spring Books,Traditional,NYC,USA,"Knitting, crochet, crafts",Via website,N/A,NYC,sixthandspring.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Soho/Vogue Knitting"
Potter Craft,Traditional,NYC,USA,"Crafts, DIY, art",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,NO AUDIOBOOKS,TIER 1,"PRH Crown imprint"
Taunton Press,Traditional,Connecticut,USA,"Woodworking, home, garden, craft",Via website,N/A,CT,taunton.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Fine Woodworking"
Lark Books,Traditional,North Carolina,USA,"Crafts, art, how-to",Via Sterling,N/A,NC,sterlingpublishing.com,Via Sterling,N/A,NO AUDIOBOOKS,TIER 1,"Sterling imprint"
Creative Publishing International,Traditional,Minnesota,USA,"Home, garden, crafts",Via Quarto,N/A,MN,quartoknows.com,Via Quarto,N/A,NO AUDIOBOOKS,TIER 1,"Quarto imprint"
Cool Springs Press,Traditional,Minnesota,USA,"Gardening, home, outdoor",Via Quarto,N/A,MN,quartoknows.com,Via Quarto,N/A,NO AUDIOBOOKS,TIER 1,"Quarto gardening"
Timber Press,Traditional,Portland OR,USA,"Gardening, nature, ecology",Via Workman,N/A,OR,timberpress.com,Via Workman,N/A,NO AUDIOBOOKS,TIER 1,"Gardening expert"
DK (Dorling Kindersley),Traditional,London/NYC,UK/USA,"Reference, illustrated, how-to",Via PRH,N/A,UK/USA,dk.com,Via PRH,N/A,Yes,Low,"PRH reference"
National Geographic Books,Traditional,Washington DC,USA,"Nature, travel, photography, science",Via website,N/A,DC,natgeobooks.com,Via website,N/A,Some,Medium,"Nat Geo brand"
Lonely Planet,Traditional,UK/Australia,UK/Australia,"Travel guides",Via website,N/A,UK/AU,lonelyplanet.com,Via website,N/A,Some,Medium,"Travel leader"
Frommer's,Traditional,USA,USA,"Travel guides",Via website,N/A,N/A,frommers.com,Via website,N/A,Unknown,High,"Budget travel"
Fodor's Travel,Traditional,NYC,USA,"Travel guides",Via PRH,N/A,NYC,fodors.com,Via PRH,N/A,Unknown,High,"PRH travel"
Insight Guides,Traditional,UK,UK,"Travel guides, illustrated",Via website,N/A,UK,insightguides.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Apa Publications"
Michelin Travel,Traditional,France,France,"Travel guides, maps",Via website,N/A,France,travel.michelin.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"French guides"
Cadogan Guides,Traditional,UK,UK,"Travel guides",Via website,N/A,UK,cadoganbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK travel"
Trailblazer Publications,Traditional,UK,UK,"Hiking guides, rail guides",Via website,N/A,UK,trailblazer-guides.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK trail guides"
Cicerone,Traditional,UK,UK,"Walking, trekking guides",Via website,N/A,UK,cicerone.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK hiking"
Vertebrate Publishing,Traditional,UK,UK,"Outdoor, adventure, cycling",Via website,N/A,UK,v-publishing.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK outdoor"
Pesda Press,Traditional,Wales,UK,"Paddlesports, outdoor, adventure",Via website,N/A,Wales,pesdapress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh outdoor"
Rocky Mountain Books,Traditional,Canada,Canada,"Outdoor, adventure, Canadian",Via website,N/A,Canada,rmbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian outdoor"
Menasha Ridge Press,Traditional,Alabama,USA,"Outdoor guides, hiking, camping",Via website,N/A,AL,menasharidge.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Outdoor recreation"
Falcon Guides,Traditional,Connecticut,USA,"Outdoor recreation, hiking, climbing",Via website,N/A,CT,falconguides.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Rowman Littlefield"
Countryman Press,Traditional,Vermont,USA,"Outdoor, travel, food",Via Norton,N/A,VT,countrymanpress.com,Via Norton,N/A,NO AUDIOBOOKS,TIER 1,"Norton imprint"
Down the Shore Publishing,Traditional,New Jersey,USA,"New Jersey shore, regional",Via website,N/A,NJ,down-the-shore.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NJ regional"
Schiffer Regional,Traditional,Pennsylvania,USA,"Regional history, local interest",Via website,N/A,PA,schifferbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Regional Schiffer"
History Press,Traditional,UK/USA,UK/USA,"Local history, regional",Via website,N/A,UK/USA,thehistorypress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Local history"
Fonthill Media,Traditional,UK,UK,"History, transport, military",Via website,N/A,UK,fonthillmedia.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK history"
Pen and Sword,Traditional,UK,UK,"Military history, true crime, transport",Via website,N/A,UK,pen-and-sword.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK military"
Casemate Publishers,Traditional,UK/USA,UK/USA,"Military history",Via website,N/A,UK/USA,casematepublishers.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Military specialist"
Osprey Publishing,Traditional,UK,UK,"Military history, illustrated",Via website,N/A,UK,ospreypublishing.com,Via website,N/A,Some,Medium,"Bloomsbury imprint"
Stackpole Military,Traditional,Pennsylvania,USA,"Military history",Via website,N/A,PA,stackpolebooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Military history"
Naval Institute Press,Academic,Maryland,USA,"Naval, military, maritime",Via website,N/A,MD,usni.org/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Naval Academy"
Texas A&M Military History,Academic,Texas,USA,"Military history",Via website,N/A,TX,tamupress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"TAMU military"
University Press of Kansas Military,Academic,Kansas,USA,"Military history, American",Via website,N/A,KS,kansaspress.ku.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Kansas military"
Potomac Books,Academic,Nebraska,USA,"Military, intelligence, foreign affairs",Via website,N/A,NE,potomacbooksinc.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Nebraska imprint"
Zenith Press,Traditional,Minnesota,USA,"Military, aviation, automotive",Via Quarto,N/A,MN,quartoknows.com,Via Quarto,N/A,NO AUDIOBOOKS,TIER 1,"Quarto military"
Specialty Press,Traditional,Minnesota,USA,"Aviation, automotive history",Via website,N/A,MN,specialtypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Aviation books"
Schiffer Military,Traditional,Pennsylvania,USA,"Military history, uniforms, weapons",Via website,N/A,PA,schifferbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Military Schiffer"
Helion & Company,Traditional,UK,UK,"Military history",Via website,N/A,UK,helion.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK military"
Grub Street Publishing,Traditional,UK,UK,"Aviation, military, cookery",Via website,N/A,UK,grubstreet.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK aviation"
Crécy Publishing,Traditional,UK,UK,"Aviation, transport",Via website,N/A,UK,crecy.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK aviation"
Air World,Traditional,UK,UK,"Aviation history",Via website,N/A,UK,pen-and-sword.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pen & Sword imprint"
Motorbooks,Traditional,Minnesota,USA,"Automotive, motorcycle, aviation",Via Quarto,N/A,MN,quartoknows.com,Via Quarto,N/A,NO AUDIOBOOKS,TIER 1,"Quarto automotive"
CarTech Books,Traditional,Minnesota,USA,"Automotive restoration, performance",Via website,N/A,MN,cartechbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Automotive"
Bentley Publishers,Traditional,Massachusetts,USA,"Automotive repair, service manuals",Via website,N/A,MA,bentleypublishers.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Service manuals"
Haynes Publishing,Traditional,UK/USA,UK/USA,"Automotive repair manuals",Via website,N/A,UK/USA,haynes.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Repair manuals"
Veloce Publishing,Traditional,UK,UK,"Automotive, transport",Via website,N/A,UK,veloce.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK automotive"
Evro Publishing,Traditional,UK,UK,"Motorsport, automotive",Via website,N/A,UK,evropublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Motorsport"
Dalton Watson Fine Books,Traditional,UK,UK,"Automotive history, luxury",Via website,N/A,UK,daltonwatson.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Collector books"
Herridge & Sons,Traditional,UK,UK,"Automotive, motorsport",Via website,N/A,UK,herridge.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK automotive"
Publications International,Traditional,Illinois,USA,"Automotive, consumer guides",Via website,N/A,IL,pilbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Consumer guides"
Kalmbach Media,Traditional,Wisconsin,USA,"Model railroading, hobby, astronomy",Via website,N/A,WI,kalmbach.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Hobby publishing"
FineScale Modeler (Kalmbach),Traditional,Wisconsin,USA,"Scale modeling, hobby",Via Kalmbach,N/A,WI,kalmbach.com,Via Kalmbach,N/A,NO AUDIOBOOKS,TIER 1,"Scale modeling"
Model Railroader (Kalmbach),Traditional,Wisconsin,USA,"Model trains, railroading",Via Kalmbach,N/A,WI,kalmbach.com,Via Kalmbach,N/A,NO AUDIOBOOKS,TIER 1,"Model trains"
White Owl (Pen & Sword),Traditional,UK,UK,"Lifestyle, crafts, history",Via website,N/A,UK,pen-and-sword.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"P&S lifestyle"
Remember When,Traditional,UK,UK,"Nostalgia, local history",Via website,N/A,UK,pen-and-sword.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"P&S nostalgia"
Amberley Publishing,Traditional,UK,UK,"History, transport, local interest",Via website,N/A,UK,amberley-books.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK history"
Pitkin Publishing,Traditional,UK,UK,"Heritage, guidebooks, history",Via website,N/A,UK,pitkin-publishing.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK heritage"
Jarrold Publishing,Traditional,UK,UK,"Travel, heritage, regional",Via website,N/A,UK,jarrold.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK heritage"
Frances Lincoln,Traditional,London,UK,"Gardening, design, children's, gift",Via website,N/A,UK,franceslincoln.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto imprint"
Kyle Books,Traditional,London,UK,"Food, drink, health, home",Via website,N/A,UK,kylebooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lifestyle UK"
Pavilion Books,Traditional,London,UK,"Lifestyle, gift, illustrated",Via website,N/A,UK,pavilionbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK lifestyle"
Laurence King Publishing,Traditional,London,UK,"Design, art, architecture, gift",Via website,N/A,UK,laurenceking.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Design/art"
Thames & Hudson,Traditional,London,UK,"Art, design, photography, architecture",Via website,N/A,UK,thamesandhudson.com,Via website,N/A,Unknown,High,"Art/design leader"
Yale University Press Art,Traditional,New Haven CT,USA,"Art history, museum catalogs",Via website,N/A,CT,yalebooks.yale.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Art history"
Skira,Traditional,Italy,Italy,"Art, architecture, photography",Via website,N/A,Italy,skira.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Italian art"
Hirmer Verlag,Traditional,Germany,Germany,"Art, museum catalogs",Via website,N/A,Germany,hirmerverlag.de,Via website,N/A,NO AUDIOBOOKS,TIER 1,"German art"
Kerber Verlag,Traditional,Germany,Germany,"Art, photography",Via website,N/A,Germany,kerberverlag.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"German art"
Steidl,Traditional,Germany,Germany,"Photography, art books",Via website,N/A,Germany,steidl.de,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Photo books"
Aperture Foundation,Nonprofit,NYC,USA,"Photography",Via website,N/A,NYC,aperture.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Photography nonprofit"
MACK Books,Traditional,London,UK,"Photography, art",Via website,N/A,UK,mackbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK photography"
Nazraeli Press,Traditional,Oregon,USA,"Photography books",Via website,N/A,OR,nazraeli.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Photo books"
Twin Palms Publishers,Traditional,New Mexico,USA,"Photography",Via website,N/A,NM,twinpalms.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Photo specialist"
Damiani Editore,Traditional,Italy,Italy,"Photography, art",Via website,N/A,Italy,damianieditore.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Italian photo"
La Fábrica,Traditional,Spain,Spain,"Photography, art",Via website,N/A,Spain,lafabrica.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Spanish photo"
RM Verlag,Traditional,Spain/Mexico,Spain/Mexico,"Photography, art",Via website,N/A,Spain/Mexico,editorialrm.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Spanish/Mexican"
Kehrer Verlag,Traditional,Germany,Germany,"Photography, art",Via website,N/A,Germany,kehrerverlag.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"German photo"
Edition Patrick Frey,Traditional,Switzerland,Switzerland,"Photography, art",Via website,N/A,Switzerland,editionpatrickfrey.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swiss photo"
Lars Müller Publishers,Traditional,Switzerland,Switzerland,"Architecture, design, photography",Via website,N/A,Switzerland,lars-mueller-publishers.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swiss design"
Verlag Niggli,Traditional,Switzerland,Switzerland,"Architecture, design",Via website,N/A,Switzerland,niggli.ch,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swiss architecture"
Park Books,Traditional,Switzerland,Switzerland,"Architecture",Via website,N/A,Switzerland,park-books.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swiss architecture"
DOM Publishers,Traditional,Germany,Germany,"Architecture",Via website,N/A,Germany,dom-publishers.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"German architecture"
Jovis Verlag,Traditional,Germany,Germany,"Architecture, urbanism",Via website,N/A,Germany,jovis.de,Via website,N/A,NO AUDIOBOOKS,TIER 1,"German architecture"
Birkhäuser,Academic,Switzerland,Switzerland,"Architecture, design, mathematics",Via website,N/A,Switzerland,birkhauser.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Academic architecture"
Applied Research + Design Publishing,Traditional,California,USA,"Architecture, design",Via website,N/A,CA,appliedresearchanddesign.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Architecture"
Princeton Architectural Press,Traditional,NYC,USA,"Architecture, design, art",Via website,N/A,NYC,papress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Architecture leader"
Images Publishing,Traditional,Australia,Australia,"Architecture, design, interiors",Via website,N/A,Australia,imagespublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Australian architecture"
Oscar Riera Ojeda Publishers,Traditional,International,International,"Architecture",Via website,N/A,International,oscarrieraojeda.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Architecture"
El Croquis,Traditional,Spain,Spain,"Architecture magazine/books",Via website,N/A,Spain,elcroquis.es,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Architecture journal"
GA (Global Architecture),Traditional,Japan,Japan,"Architecture",Via website,N/A,Japan,ga-ada.co.jp,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Japanese architecture"
TOTO Publishing,Traditional,Japan,Japan,"Architecture, design",Via website,N/A,Japan,toto.co.jp/publishing,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Japanese architecture"
Loft Publications,Traditional,Spain,Spain,"Architecture, design, interiors",Via website,N/A,Spain,loftpublications.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Spanish design"
Booq Publishing,Traditional,Spain,Spain,"Design, interiors, architecture",Via website,N/A,Spain,booqpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Spanish design"
Braun Publishing,Traditional,Switzerland,Switzerland,"Architecture, design",Via website,N/A,Switzerland,braun-publishing.ch,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swiss design"
Ryland Peters & Small,Traditional,London,UK,"Lifestyle, home, food",Via website,N/A,UK,rylandpeters.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lifestyle publisher"
CICO Books,Traditional,London,UK,"Crafts, home, lifestyle",Via website,N/A,UK,cicobooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"RPS imprint"
Dog 'n' Bone Books,Traditional,London,UK,"Gift books, humor",Via website,N/A,UK,dogandbone.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"RPS imprint"
Nourish Books,Traditional,UK,UK,"Health, wellbeing, food",Via website,N/A,UK,nourishbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Watkins imprint"
Eddison Books,Traditional,UK,UK,"Mind body spirit, lifestyle",Via website,N/A,UK,eddisonbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK packaging"
Ivy Press,Traditional,UK,UK,"Lifestyle, reference",Via website,N/A,UK,ivypress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto imprint"
White Lion Publishing,Traditional,UK,UK,"Lifestyle, nature, culture",Via website,N/A,UK,whitelionpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto imprint"
Wide Eyed Editions,Traditional,UK,UK,"Children's nonfiction",Via website,N/A,UK,wideeyededitions.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto children's"
becker&mayer!,Traditional,Washington,USA,"Gift books, kits, children's",Via website,N/A,WA,beckermayer.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto imprint"
Frances Lincoln Children's,Traditional,UK,UK,"Children's books",Via website,N/A,UK,franceslincoln.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Children's books"
Lincoln Children's Books,Traditional,UK,UK,"Children's illustrated",Via website,N/A,UK,quartoknows.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Quarto children's"
Boxer Books,Traditional,UK,UK,"Children's picture books",Via website,N/A,UK,boxerbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK children's"
Templar Publishing,Traditional,UK,UK,"Children's, illustrated",Via website,N/A,UK,templarco.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Bonnier imprint"
Hot Key Books,Traditional,UK,UK,"Children's, YA",Via website,N/A,UK,hotkeybooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Bonnier imprint"
Piccadilly Press,Traditional,UK,UK,"Children's, YA",Via website,N/A,UK,piccadillypress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Bonnier imprint"
Nosy Crow,Traditional,UK,UK,"Children's, apps, digital",Via website,N/A,UK,nosycrow.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK children's"
Andersen Press,Traditional,UK,UK,"Children's picture books, fiction",Via website,N/A,UK,andersenpress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Since 1976"
Walker Books,Traditional,UK,UK,"Children's books",Via website,N/A,UK,walker.co.uk,Via website,N/A,Some,Medium,"Major children's"
Hodder Children's Books,Traditional,UK,UK,"Children's, YA",Via Hachette,N/A,UK,hachettechildrens.co.uk,Via Hachette,N/A,Some,Medium,"Hachette imprint"
Simon & Schuster Children's UK,Traditional,UK,UK,"Children's, YA",Via S&S,N/A,UK,simonandschuster.co.uk,Via S&S,N/A,Some,Medium,"S&S UK"
Penguin Random House Children's UK,Traditional,UK,UK,"Children's, YA",Via PRH,N/A,UK,penguinrandomhouse.co.uk,Via PRH,N/A,Yes,Low,"PRH UK"
Usborne Publishing,Traditional,UK,UK,"Children's educational, fiction",Via website,N/A,UK,usborne.com,Via website,N/A,Unknown,High,"UK children's"
